k W
5.495408999999999651e+04 7.938784698249774441e-07
5.559043000000000029e+04 7.941436231442561724e-07
5.623412999999999738e+04 8.142845147563719662e-07
5.688529000000000087e+04 8.730627162460319588e-07
5.754398999999999796e+04 7.530433250030938570e-07
5.821031999999999971e+04 8.102110761539990990e-07
5.888437000000000262e+04 7.644258102140858480e-07
5.956620999999999913e+04 7.171420371599166496e-07
6.025595999999999913e+04 7.916950889373453450e-07
6.095369000000000233e+04 8.236796934646549308e-07
6.165950000000000000e+04 7.402143957440637479e-07
6.237348000000000320e+04 8.230932566803317805e-07
6.309573000000000320e+04 7.165340549949935225e-07
6.382634999999999854e+04 8.859976706131749701e-07
6.456541999999999825e+04 6.882445176368773510e-07
6.531305999999999767e+04 7.249600615660444950e-07
6.606933999999999651e+04 7.973407364075808602e-07
6.683438999999999942e+04 6.792945763272668686e-07
6.760830000000000291e+04 7.256870935244027281e-07
6.839116000000000349e+04 8.182907726892867706e-07
6.918310000000000582e+04 7.945023375261351317e-07
6.998419999999999709e+04 7.584995670736480723e-07
7.079458000000000175e+04 7.205089550234887585e-07
7.161433999999999651e+04 7.252801557496389548e-07
7.244360000000000582e+04 6.432009169360048412e-07
7.328244999999999709e+04 7.162520503826091726e-07
7.413102000000000407e+04 7.242796603532887687e-07
7.498941999999999825e+04 7.146546261540360740e-07
7.585775999999999476e+04 6.762335141665495501e-07
7.673614999999999418e+04 7.001340085373143876e-07
7.762471000000000640e+04 6.083773759158875732e-07
7.852355999999999767e+04 6.379208625464903457e-07
7.943282000000000698e+04 7.115642300487331328e-07
8.035261000000000058e+04 7.192833169680447105e-07
8.128305000000000291e+04 6.303813929581029791e-07
8.222425999999999476e+04 6.090425699442344856e-07
8.317638000000000466e+04 6.901431539371235969e-07
8.413950999999999476e+04 5.293801969963211435e-07
8.511380000000000291e+04 6.058966353842681054e-07
8.609938000000000466e+04 6.051066494051504871e-07
8.709636000000000058e+04 6.292905593225793773e-07
8.810488999999999942e+04 6.352287147441300361e-07
8.912508999999999651e+04 6.413279984507469185e-07
9.015711000000000058e+04 5.965171375207873429e-07
9.120108000000000175e+04 6.186724489805607099e-07
9.225713999999999942e+04 5.985797338005927130e-07
9.332542999999999302e+04 6.629617668926617146e-07
9.440608999999999651e+04 5.912261618349620706e-07
9.549925999999999476e+04 5.303636474877343695e-07
9.660508999999999651e+04 6.092849749071182396e-07
9.772372000000000116e+04 5.590835306461914244e-07
9.885530999999999767e+04 5.563911106942181692e-07
1.000000000000000000e+05 5.688178527321706450e-07
1.011578999999999942e+05 5.613139963861032185e-07
1.023293000000000029e+05 5.737929793257500894e-07
1.035141999999999971e+05 5.621882386184445837e-07
1.047128999999999942e+05 5.525794506567281547e-07
1.059253999999999942e+05 4.829223879761808704e-07
1.071518999999999942e+05 5.537659901619646379e-07
1.083926999999999971e+05 5.432234219028003111e-07
1.096478000000000029e+05 4.576659335357551272e-07
1.109175000000000000e+05 4.952763937851052736e-07
1.122018000000000029e+05 5.245467251398052234e-07
1.135011000000000058e+05 5.062370979160815014e-07
1.148153999999999942e+05 5.316099639830560146e-07
1.161448999999999942e+05 4.817162037729000866e-07
1.174898000000000029e+05 5.739377480368754202e-07
1.188501999999999971e+05 5.149972685197067876e-07
1.202263999999999942e+05 5.420292455487948216e-07
1.216186000000000058e+05 4.976984909387441077e-07
1.230268999999999942e+05 4.708138704516151254e-07
1.244515000000000000e+05 5.273364603220177123e-07
1.258925000000000000e+05 5.169817334790826829e-07
1.273503000000000029e+05 4.960900752076783948e-07
1.288250000000000000e+05 4.665124846717900071e-07
1.303166999999999971e+05 4.738729297381861742e-07
1.318257000000000116e+05 4.605070048480098113e-07
1.333521000000000058e+05 4.140261283995691504e-07
1.348962999999999884e+05 4.555627444680344993e-07
1.364582999999999884e+05 4.713193676626108934e-07
1.380383999999999942e+05 4.386481992092674888e-07
1.396367999999999884e+05 4.396046977283756328e-07
1.412537999999999884e+05 4.169518993171128743e-07
1.428893999999999942e+05 4.165378556109697328e-07
1.445440000000000000e+05 4.452449439334143922e-07
1.462177000000000116e+05 4.062293262449719824e-07
1.479107999999999884e+05 4.399609497746138852e-07
1.496236000000000058e+05 4.066436563642777102e-07
1.513561000000000058e+05 4.064750994469543322e-07
1.531087000000000116e+05 3.577373720123101633e-07
1.548817000000000116e+05 4.244433471293830377e-07
1.566751000000000058e+05 4.363585854820036487e-07
1.584892999999999884e+05 3.809531840561745260e-07
1.603245000000000000e+05 4.100030431948328435e-07
1.621810000000000000e+05 4.251352437447314937e-07
1.640590000000000000e+05 3.608925836385628895e-07
1.659587000000000116e+05 3.407017485480383784e-07
1.678803999999999942e+05 4.022105227635907132e-07
1.698243999999999942e+05 4.553183812458951273e-07
1.717907999999999884e+05 3.902654086807453237e-07
1.737801000000000058e+05 3.239033458747863982e-07
1.757923999999999942e+05 3.563930931603460636e-07
1.778278999999999942e+05 3.892417465125394154e-07
1.798871000000000058e+05 3.773814094390978408e-07
1.819701000000000058e+05 3.762818325325814485e-07
1.840772000000000116e+05 4.050528488164662267e-07
1.862087000000000116e+05 3.396019354574847993e-07
1.883648999999999942e+05 3.643043447114624469e-07
1.905461000000000058e+05 3.408206372758327705e-07
1.927525000000000000e+05 3.783720655296221129e-07
1.949845000000000000e+05 3.853257434803568707e-07
1.972422999999999884e+05 3.299325296708062131e-07
1.995262000000000116e+05 3.013700453880406253e-07
2.018366000000000058e+05 3.548811070940742362e-07
2.041737999999999884e+05 3.452437371870687516e-07
2.065380000000000000e+05 3.292202527311013942e-07
2.089296000000000058e+05 3.580241882938309357e-07
2.113488999999999942e+05 2.867982508054521580e-07
2.137962000000000116e+05 2.796391642910661628e-07
2.162718999999999942e+05 3.045700928697166449e-07
2.187762000000000116e+05 3.049864839081149619e-07
2.213095000000000000e+05 2.980038270923032521e-07
2.238721000000000058e+05 2.957774724266634727e-07
2.264643999999999942e+05 3.209000539902070870e-07
2.290867999999999884e+05 3.166746739484138443e-07
2.317395000000000000e+05 3.061595050050812325e-07
2.344228999999999942e+05 3.246735579503567200e-07
2.371373999999999942e+05 2.829739223827224519e-07
2.398832999999999884e+05 3.174776263548447322e-07
2.426610000000000000e+05 2.765253629687460884e-07
2.454708999999999942e+05 2.794491540090784256e-07
2.483132999999999884e+05 2.394927789921086754e-07
2.511886000000000058e+05 2.571368721030762008e-07
2.540972999999999884e+05 2.764366929580136625e-07
2.570396000000000058e+05 2.410530921392785780e-07
2.600160000000000000e+05 2.519299089298851479e-07
2.630267999999999884e+05 2.878575111721972012e-07
2.660725000000000000e+05 2.619893582664090996e-07
2.691535000000000000e+05 2.187593031770021400e-07
2.722700999999999767e+05 2.789244071393665767e-07
2.754229000000000233e+05 2.313482607235807588e-07
2.786120999999999767e+05 2.355722850669445756e-07
2.818382999999999884e+05 2.378231327863339050e-07
2.851017999999999884e+05 2.662386235343663667e-07
2.884032000000000116e+05 2.552211934006191264e-07
2.917427000000000116e+05 2.519029926249324646e-07
2.951209000000000233e+05 2.113593468927546389e-07
2.985382999999999884e+05 2.236449933199475479e-07
3.019952000000000116e+05 2.327390275067281127e-07
3.054920999999999767e+05 2.483446259554012913e-07
3.090295000000000000e+05 2.122344614571728492e-07
3.126079000000000233e+05 2.121880366712272543e-07
3.162277999999999884e+05 2.419277804167677818e-07
3.198895000000000000e+05 2.160135260812792094e-07
3.235937000000000116e+05 2.238566005746788954e-07
3.273407000000000116e+05 2.012306964721106938e-07
3.311310999999999767e+05 2.500555185515068555e-07
3.349654000000000233e+05 2.324494586579345751e-07
3.388442000000000116e+05 2.231396961656661522e-07
3.427677999999999884e+05 2.225248781241607065e-07
3.467369000000000233e+05 2.294655800308712903e-07
3.507519000000000233e+05 1.993529246792841211e-07
3.548134000000000233e+05 2.145406310774045177e-07
3.589219000000000233e+05 1.961361967404108748e-07
3.630780999999999767e+05 2.106452328822283697e-07
3.672822999999999884e+05 1.724713205842501396e-07
3.715352000000000116e+05 1.997302659121948586e-07
3.758374000000000233e+05 2.135885848985609202e-07
3.801894000000000233e+05 1.623637397699851000e-07
3.845917999999999884e+05 1.998934103362393439e-07
3.890450999999999767e+05 2.046115417906644750e-07
3.935500999999999767e+05 1.976216435025341355e-07
3.981072000000000116e+05 1.878650933746003093e-07
4.027170000000000000e+05 1.809228196710676395e-07
4.073802999999999884e+05 2.016587657219288947e-07
4.120975000000000000e+05 1.863211472532717403e-07
4.168694000000000233e+05 1.887307190056691757e-07
4.216965000000000000e+05 1.938824836823905943e-07
4.265795000000000000e+05 1.897986701426012906e-07
4.315190999999999767e+05 1.984032818771693672e-07
4.365157999999999884e+05 1.733254529835109956e-07
4.415704000000000233e+05 1.877040928125423619e-07
4.466835999999999767e+05 1.622067410832502408e-07
4.518559000000000233e+05 1.910165872178132053e-07
4.570882000000000116e+05 1.556552439912430407e-07
4.623810000000000000e+05 1.624253273664572591e-07
4.677350999999999767e+05 1.628497228987041836e-07
4.731512999999999884e+05 1.596096383772421322e-07
4.786300999999999767e+05 1.581390270376415381e-07
4.841724000000000233e+05 1.710382092019874105e-07
4.897787999999999884e+05 1.738510010459512890e-07
4.954502000000000116e+05 1.525873434557551980e-07
5.011872000000000116e+05 1.696390887072253710e-07
5.069907000000000116e+05 1.402690096287290018e-07
5.128614000000000233e+05 1.459352300017064571e-07
5.188000000000000000e+05 1.449732687215730773e-07
5.248075000000000000e+05 1.422653494017530795e-07
5.308844000000000233e+05 1.546016994572328751e-07
5.370318000000000466e+05 1.412582595551608717e-07
5.432503000000000466e+05 1.348689647279626307e-07
5.495409000000000233e+05 1.264713454386467077e-07
5.559043000000000466e+05 1.519605763989592850e-07
5.623413000000000466e+05 1.336255141068715686e-07
5.688529000000000233e+05 1.324743041427039452e-07
5.754399000000000233e+05 1.263879342991247937e-07
5.821031999999999534e+05 1.206546099864853566e-07
5.888436999999999534e+05 1.247626348931296840e-07
5.956620999999999767e+05 1.348555084266924389e-07
6.025595999999999767e+05 1.261039907015549779e-07
6.095369000000000233e+05 1.233873110530093417e-07
6.165950000000000000e+05 1.240660227903321592e-07
6.237348000000000466e+05 1.044683563837919921e-07
6.309573000000000466e+05 1.030312712411636688e-07
6.382635000000000000e+05 1.233962530696263927e-07
6.456541999999999534e+05 1.048884896928846435e-07
6.531305999999999767e+05 1.103769399533081330e-07
6.606934000000000233e+05 1.118289774249648050e-07
6.683439000000000233e+05 1.080745448071046944e-07
6.760830000000000000e+05 1.037171117808484337e-07
6.839115999999999767e+05 9.659627443682694940e-08
6.918310000000000000e+05 1.143329874593490655e-07
6.998420000000000000e+05 1.062468383383629475e-07
7.079458000000000466e+05 1.051878183276660965e-07
7.161434000000000233e+05 9.540475561188290065e-08
7.244360000000000000e+05 9.467048032950122377e-08
7.328245000000000000e+05 1.001415689999330406e-07
7.413101999999999534e+05 1.058910906176689592e-07
7.498941999999999534e+05 1.032828903083773897e-07
7.585775999999999767e+05 1.038321602377976817e-07
7.673615000000000000e+05 1.001635849228925654e-07
7.762470999999999767e+05 1.003265133090278502e-07
7.852355999999999767e+05 9.029742528085507951e-08
7.943281999999999534e+05 9.154024335727453247e-08
8.035260999999999767e+05 8.794217246432046888e-08
8.128305000000000000e+05 1.006671611369328806e-07
8.222425999999999767e+05 9.437545654488207686e-08
8.317638000000000466e+05 9.436953400419295305e-08
8.413950999999999767e+05 8.999812268756077260e-08
8.511380000000000000e+05 9.006389411735333538e-08
8.609938000000000466e+05 9.332689883459381819e-08
8.709635999999999767e+05 8.984816843296471476e-08
8.810489000000000233e+05 7.133280539690296472e-08
8.912509000000000233e+05 7.773336441773249148e-08
9.015710999999999767e+05 9.053124736254346980e-08
9.120108000000000466e+05 8.165446609964746471e-08
9.225714000000000233e+05 8.316090220658310492e-08
9.332543000000000466e+05 8.469491108704841111e-08
9.440609000000000233e+05 8.006043465267802434e-08
9.549925999999999767e+05 8.712315785797372021e-08
9.660509000000000233e+05 7.938838762659144170e-08
9.772371999999999534e+05 7.066839142817196205e-08
9.885530999999999767e+05 7.391235628964408233e-08
1.000000000000000000e+06 7.850009189427474814e-08
1.011579000000000000e+06 7.331173036697334667e-08
1.023293000000000000e+06 7.172603583646705604e-08
1.035142000000000000e+06 6.836923231328370130e-08
1.047129000000000000e+06 7.173669378248621813e-08
1.059254000000000000e+06 7.304051095275895918e-08
1.071519000000000000e+06 6.927476164647992055e-08
1.083927000000000000e+06 7.674699488510683704e-08
1.096478000000000000e+06 6.832572051061439924e-08
1.109175000000000000e+06 6.847215578059211870e-08
1.122018000000000000e+06 6.958008352814387752e-08
1.135011000000000000e+06 7.034155029472452271e-08
1.148154000000000000e+06 5.450556331852240026e-08
1.161449000000000000e+06 6.847108172529614867e-08
1.174898000000000000e+06 6.776835825643340478e-08
1.188502000000000000e+06 5.571228030445728377e-08
1.202264000000000000e+06 6.643807375803374215e-08
1.216186000000000000e+06 6.421854652360544196e-08
1.230269000000000000e+06 5.828598778287969333e-08
1.244515000000000000e+06 6.688103526363700277e-08
1.258925000000000000e+06 5.340342633877279458e-08
1.273503000000000000e+06 5.501478935407152010e-08
1.288250000000000000e+06 5.494231741854707860e-08
1.303167000000000000e+06 5.155641965699625473e-08
1.318257000000000000e+06 5.768968608849329890e-08
1.333521000000000000e+06 5.207303445231971327e-08
1.348963000000000000e+06 5.270457034760136711e-08
1.364583000000000000e+06 5.335371728240982566e-08
1.380384000000000000e+06 5.916995936607787571e-08
1.396368000000000000e+06 5.546521350031554715e-08
1.412538000000000000e+06 4.940171369713945491e-08
1.428894000000000000e+06 4.152447733388168523e-08
1.445440000000000000e+06 5.024903410959251722e-08
1.462177000000000000e+06 4.744276800328463053e-08
1.479108000000000000e+06 4.566858557548808124e-08
1.496236000000000000e+06 4.450959462239907095e-08
1.513561000000000000e+06 4.590442546413666500e-08
1.531087000000000000e+06 4.668391814852723062e-08
1.548817000000000000e+06 4.404490241348683279e-08
1.566751000000000000e+06 3.876553944253915921e-08
1.584893000000000000e+06 3.837065965987410938e-08
1.603245000000000000e+06 4.223112389462195048e-08
1.621810000000000000e+06 4.059347566258714965e-08
1.640590000000000000e+06 4.194122237758962868e-08
1.659587000000000000e+06 4.427882458353399316e-08
1.678804000000000000e+06 3.648870323835445394e-08
1.698244000000000000e+06 3.625238187492244505e-08
1.717908000000000000e+06 4.058422579785896920e-08
1.737801000000000000e+06 4.258800537927601115e-08
1.757924000000000000e+06 3.667029989866694694e-08
1.778279000000000000e+06 4.012115146549093083e-08
1.798871000000000000e+06 4.501745307231170647e-08
1.819701000000000000e+06 3.545224342611387381e-08
1.840772000000000000e+06 4.017438144814477578e-08
1.862087000000000000e+06 3.344137833999469345e-08
1.883649000000000000e+06 3.826180790035387323e-08
1.905461000000000000e+06 3.627927944879143690e-08
1.927525000000000000e+06 3.287160907520235370e-08
1.949845000000000000e+06 3.677829111369826843e-08
1.972423000000000000e+06 3.205293392765779591e-08
1.995262000000000000e+06 2.943551879681536967e-08
2.018366000000000000e+06 2.975830189189909879e-08
2.041738000000000000e+06 3.355310777192834283e-08
2.065380000000000000e+06 3.783119268117003734e-08
2.089296000000000000e+06 3.033595326325895442e-08
2.113489000000000000e+06 3.149720205631360802e-08
2.137962000000000000e+06 3.016209636446390397e-08
2.162719000000000000e+06 3.177414522703041330e-08
2.187762000000000000e+06 2.906743557936261601e-08
2.213095000000000000e+06 2.678303529028189704e-08
2.238721000000000000e+06 2.662021698085756080e-08
2.264644000000000000e+06 2.799017621552209490e-08
2.290868000000000000e+06 3.042331350347965720e-08
2.317395000000000000e+06 3.234874517024889966e-08
2.344229000000000000e+06 2.665932353682819804e-08
2.371374000000000000e+06 2.365337820501291128e-08
2.398833000000000000e+06 2.557426102137028563e-08
2.426610000000000000e+06 2.339969174767230509e-08
2.454709000000000000e+06 3.070028458884073632e-08
2.483133000000000000e+06 2.922302957560519555e-08
2.511886000000000000e+06 2.357872729802943376e-08
2.540973000000000000e+06 2.451907947844244893e-08
2.570396000000000000e+06 2.378113366077317722e-08
2.600160000000000000e+06 1.997838666618041077e-08
2.630268000000000000e+06 2.333545267045482961e-08
2.660725000000000000e+06 2.179972837717248467e-08
2.691535000000000000e+06 2.291970280683949060e-08
2.722701000000000000e+06 2.121610556663454844e-08
2.754229000000000000e+06 1.974252928094672575e-08
2.786121000000000000e+06 2.000545604721608072e-08
2.818383000000000000e+06 1.886684440676975151e-08
2.851018000000000000e+06 2.111310677733684883e-08
2.884032000000000000e+06 2.305160849817980179e-08
2.917427000000000000e+06 1.826932185810739954e-08
2.951209000000000000e+06 2.123394631756673657e-08
2.985383000000000000e+06 1.953285823516159635e-08
3.019952000000000000e+06 1.933869827186474528e-08
3.054921000000000000e+06 1.661670585741128571e-08
3.090295000000000000e+06 1.932934551266571991e-08
3.126079000000000000e+06 1.657655854575469490e-08
3.162278000000000000e+06 1.954696754112856570e-08
3.198895000000000000e+06 1.708631585111792851e-08
3.235937000000000000e+06 1.715892988548820553e-08
3.273407000000000000e+06 1.812508404146550745e-08
3.311311000000000000e+06 1.629967549805676199e-08
3.349654000000000000e+06 1.574649322568782516e-08
3.388442000000000000e+06 1.642295618352111975e-08
3.427678000000000000e+06 1.548680556095302774e-08
3.467369000000000000e+06 1.595673085940353110e-08
3.507519000000000000e+06 1.597496899883801885e-08
3.548134000000000000e+06 1.433132331472049285e-08
3.589219000000000000e+06 1.510033374153184691e-08
3.630781000000000000e+06 1.521257805446280216e-08
3.672823000000000000e+06 1.391031386417403769e-08
3.715352000000000000e+06 1.305846194346989980e-08
3.758374000000000000e+06 1.390951973211053355e-08
3.801894000000000000e+06 1.387008983651469034e-08
3.845918000000000000e+06 1.316882950817212151e-08
3.890451000000000000e+06 1.160087567852176326e-08
3.935501000000000000e+06 1.290586628010871034e-08
3.981072000000000000e+06 1.440562781916263868e-08
4.027170000000000000e+06 1.268752499696669394e-08
4.073803000000000000e+06 1.354197687907127073e-08
4.120975000000000000e+06 1.211576385995976157e-08
4.168694000000000000e+06 1.060111172331725959e-08
4.216965000000000000e+06 1.316902909524388983e-08
4.265795000000000000e+06 1.134422295598923064e-08
4.315191000000000000e+06 9.874885846413035424e-09
4.365158000000000000e+06 1.083419520404183174e-08
4.415704000000000000e+06 1.091322691639027220e-08
4.466836000000000000e+06 1.018589796603589946e-08
4.518559000000000000e+06 1.066851492216999419e-08
4.570882000000000000e+06 1.156344487690292387e-08
4.623810000000000000e+06 1.050101298786958661e-08
4.677351000000000000e+06 9.599943367196665630e-09
4.731513000000000000e+06 8.997013003241908032e-09
4.786301000000000000e+06 1.008384478753183681e-08
4.841724000000000000e+06 9.072456569060639366e-09
4.897788000000000000e+06 9.256163317338287387e-09
4.954502000000000000e+06 9.331300260492400503e-09
5.011872000000000000e+06 9.204569359838057302e-09
5.069907000000000000e+06 8.476795076544156791e-09
5.128614000000000000e+06 9.592563263618123419e-09
5.188000000000000000e+06 9.300242272453848359e-09
5.248075000000000000e+06 8.876935907913147324e-09
5.308844000000000000e+06 8.237505120036840760e-09
5.370318000000000000e+06 7.994626961464886233e-09
5.432503000000000000e+06 8.369544056577021492e-09
5.495409000000000000e+06 7.409805258833821390e-09
5.559043000000000000e+06 7.287987272836482779e-09
5.623413000000000000e+06 7.493552128116507900e-09
5.688529000000000000e+06 7.117275626087048403e-09
5.754399000000000000e+06 7.201726631623449266e-09
5.821032000000000000e+06 7.149340190099497692e-09
5.888437000000000000e+06 6.868519624375971287e-09
5.956621000000000000e+06 5.804706448390774311e-09
6.025596000000000000e+06 6.279496525020798843e-09
6.095369000000000000e+06 6.398419872714209501e-09
6.165950000000000000e+06 6.445005160345026759e-09
6.237348000000000000e+06 6.216512653852875449e-09
6.309573000000000000e+06 5.464251142805770310e-09
6.382635000000000000e+06 5.927975068878233277e-09
6.456542000000000000e+06 6.437383931654137355e-09
6.531306000000000000e+06 5.843279772562973755e-09
6.606934000000000000e+06 4.961934245306893764e-09
6.683439000000000000e+06 5.579669638923460906e-09
6.760830000000000000e+06 4.720566943225594089e-09
6.839116000000000000e+06 5.675504989723515080e-09
6.918310000000000000e+06 4.598493341466424445e-09
6.998420000000000000e+06 5.592100765117212475e-09
7.079458000000000000e+06 5.157023211055365077e-09
7.161434000000000000e+06 4.817404179320396205e-09
7.244360000000000000e+06 5.190822495116672708e-09
7.328245000000000000e+06 4.556858353369217695e-09
7.413102000000000000e+06 4.654139192287489948e-09
7.498942000000000000e+06 4.488916220490375785e-09
7.585776000000000000e+06 5.215222486360865875e-09
7.673615000000000000e+06 4.083977595004292171e-09
7.762471000000000000e+06 4.508204568610330049e-09
7.852356000000000000e+06 4.036321127209361286e-09
7.943282000000000000e+06 4.456262986922433127e-09
8.035261000000000000e+06 4.039550527977687598e-09
8.128305000000000000e+06 4.400579421627842247e-09
8.222426000000000000e+06 4.400456592217609835e-09
8.317638000000000000e+06 4.478293385659133013e-09
8.413951000000000000e+06 3.540050903620171532e-09
8.511380000000000000e+06 3.809523721828419796e-09
8.609938000000000000e+06 3.426520326418698267e-09
8.709636000000000000e+06 3.342257106875253421e-09
8.810489000000000000e+06 3.520326375815597669e-09
8.912509000000000000e+06 3.445493001306006916e-09
9.015711000000000000e+06 4.029509243601355377e-09
9.120108000000000000e+06 3.413393340763187363e-09
9.225714000000000000e+06 3.247133537168648636e-09
9.332543000000000000e+06 2.920060449250234481e-09
9.440609000000000000e+06 3.238461743032719058e-09
9.549926000000000000e+06 3.399954204105241261e-09
9.660509000000000000e+06 3.070925866557984704e-09
9.772372000000000000e+06 2.824809316801887892e-09
9.885531000000000000e+06 2.414956940263371949e-09
1.000000000000000000e+07 2.466344055126997820e-09
1.011579000000000000e+07 2.682396722101069806e-09
1.023293000000000000e+07 2.876796120492246410e-09
1.035142000000000000e+07 2.476429310657682543e-09
1.047129000000000000e+07 2.799275690099280602e-09
1.059254000000000000e+07 2.096980527913098189e-09
1.071519000000000000e+07 2.356067243033270708e-09
1.083927000000000000e+07 2.083751924542322372e-09
1.096478000000000000e+07 2.627395589758473028e-09
1.109175000000000000e+07 2.326330638609010318e-09
1.122018000000000000e+07 2.198630361027915258e-09
1.135011000000000000e+07 2.165970016238448073e-09
1.148154000000000000e+07 2.418716675039124684e-09
1.161449000000000000e+07 1.739572482319902790e-09
1.174898000000000000e+07 2.088268085406501695e-09
1.188502000000000000e+07 1.931935975715123085e-09
1.202264000000000000e+07 2.142076162498271944e-09
1.216186000000000000e+07 1.985903530311065142e-09
1.230269000000000000e+07 1.918386271278338319e-09
1.244515000000000000e+07 1.765268212180951986e-09
1.258925000000000000e+07 1.802319656028157016e-09
1.273503000000000000e+07 1.916752085938606914e-09
1.288250000000000000e+07 1.594279322801760482e-09
1.303167000000000000e+07 1.764173530560322766e-09
1.318257000000000000e+07 1.595415917044222778e-09
1.333521000000000000e+07 1.551477822012356836e-09
1.348963000000000000e+07 1.612988355553270550e-09
1.364583000000000000e+07 1.380772241375122659e-09
1.380384000000000000e+07 1.612918785634995862e-09
1.396368000000000000e+07 1.874116986320756645e-09
1.412538000000000000e+07 1.737571936624469259e-09
1.428894000000000000e+07 1.601387402132317543e-09
1.445440000000000000e+07 1.391007447379316613e-09
1.462177000000000000e+07 1.313196533289382579e-09
1.479108000000000000e+07 1.558400120611371292e-09
1.496236000000000000e+07 1.365271510334610157e-09
1.513561000000000000e+07 1.332686114875259135e-09
1.531087000000000000e+07 1.236649206940790441e-09
1.548817000000000000e+07 1.388958343352123560e-09
1.566751000000000000e+07 1.229752542275202007e-09
1.584893000000000000e+07 1.408395750861891289e-09
1.603245000000000000e+07 1.095616584452755891e-09
1.621810000000000000e+07 1.317763636887625711e-09
1.640590000000000000e+07 1.148916338778462716e-09
1.659587000000000000e+07 1.136832202539002115e-09
1.678804000000000000e+07 1.050149039179441797e-09
1.698244000000000000e+07 1.042241941840592326e-09
1.717908000000000000e+07 1.106245958016175813e-09
1.737801000000000000e+07 9.285318845740057266e-10
1.757924000000000000e+07 1.121337385030350922e-09
1.778279000000000000e+07 1.164073691416629094e-09
1.798871000000000000e+07 9.736322370075634241e-10
1.819701000000000000e+07 9.773596747262550439e-10
1.840772000000000000e+07 9.431592610426941355e-10
1.862087000000000000e+07 9.381807927591535404e-10
1.883649000000000000e+07 1.010700504554688258e-09
1.905461000000000000e+07 8.672174365892460625e-10
1.927525000000000000e+07 9.669197541719153320e-10
1.949845000000000000e+07 8.652385009970888249e-10
1.972423000000000000e+07 9.676570321177324503e-10
1.995262000000000000e+07 8.831565462759034439e-10
2.018366000000000000e+07 7.564466302682971584e-10
2.041738000000000000e+07 8.064347803818949883e-10
2.065380000000000000e+07 6.582904003516232409e-10
2.089296000000000000e+07 7.341001129368909636e-10
2.113489000000000000e+07 7.017489736824045425e-10
2.137962000000000000e+07 7.935094714155002082e-10
2.162719000000000000e+07 7.315245671001483376e-10
2.187762000000000000e+07 7.022313373258637739e-10
2.213095000000000000e+07 7.674961059717435622e-10
2.238721000000000000e+07 7.399780474692574197e-10
2.264644000000000000e+07 7.536534498133057924e-10
2.290868000000000000e+07 6.198899764550491707e-10
2.317395000000000000e+07 5.707355966381201105e-10
2.344229000000000000e+07 5.421269817516691573e-10
2.371374000000000000e+07 5.841396909537151293e-10
2.398833000000000000e+07 6.024720631682015909e-10
2.426610000000000000e+07 5.390329437530547328e-10
2.454709000000000000e+07 5.378640349052419379e-10
2.483133000000000000e+07 6.153909608967969784e-10
2.511886000000000000e+07 5.120918479448601595e-10
2.540973000000000000e+07 5.257208426951905329e-10
2.570396000000000000e+07 5.848402951401313128e-10
2.600160000000000000e+07 5.020084223711135353e-10
2.630268000000000000e+07 4.552084097990490046e-10
2.660725000000000000e+07 4.827395276010023139e-10
2.691535000000000000e+07 5.220986348493993674e-10
2.722701000000000000e+07 4.688078131057029858e-10
2.754229000000000000e+07 4.094590656372190215e-10
2.786121000000000000e+07 4.382956037806612184e-10
2.818383000000000000e+07 4.397859354926763984e-10
2.851018000000000000e+07 3.982926446678614679e-10
2.884032000000000000e+07 4.331407991206927525e-10
2.917427000000000000e+07 4.185319771439066261e-10
2.951209000000000000e+07 4.114181608940427947e-10
2.985383000000000000e+07 4.248761536470425241e-10
3.019952000000000000e+07 3.644242503938813108e-10
3.054921000000000000e+07 3.543332229186551736e-10
3.090295000000000000e+07 3.934285922131731488e-10
3.126079000000000000e+07 3.946692458579098968e-10
3.162278000000000000e+07 3.607300977588131032e-10
3.198895000000000000e+07 3.414390194780844880e-10
3.235937000000000000e+07 2.716385941031187726e-10
3.273407000000000000e+07 3.002781889838443652e-10
3.311311000000000000e+07 2.982314605001630324e-10
3.349654000000000000e+07 3.300876843843759689e-10
3.388442000000000000e+07 3.091124270290636804e-10
3.427678000000000000e+07 2.976000438409979320e-10
3.467369000000000000e+07 3.034236224787770058e-10
3.507519000000000000e+07 2.644473004609803825e-10
3.548134000000000000e+07 2.545875108625618354e-10
3.589219000000000000e+07 2.747485829373903092e-10
3.630781000000000000e+07 2.347094161970250986e-10
3.672823000000000000e+07 2.784210577121498677e-10
3.715352000000000000e+07 2.498418730676647979e-10
3.758374000000000000e+07 2.607699476807275321e-10
3.801894000000000000e+07 2.463415958973349077e-10
3.845918000000000000e+07 1.857426948584650364e-10
3.890451000000000000e+07 2.390549111300795949e-10
3.935501000000000000e+07 2.308144031957120357e-10
3.981072000000000000e+07 2.165837577593319572e-10
4.027170000000000000e+07 1.751511437561490928e-10
4.073803000000000000e+07 1.990311520940542380e-10
4.120975000000000000e+07 2.274641174596984399e-10
4.168694000000000000e+07 2.179461308078493075e-10
4.216965000000000000e+07 1.960370507805069907e-10
4.265795000000000000e+07 1.862482734691356473e-10
4.315191000000000000e+07 1.775225768427128789e-10
4.365158000000000000e+07 1.882427504558094095e-10
4.415704000000000000e+07 1.938030047661050805e-10
4.466836000000000000e+07 1.780899466248462734e-10
